Prod. year,Levy,Mileage,Engine volume,Manufacturer,Model,Fuel type,Leather interior,Gear box type,Category,Price
2017,442,95350.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Automatic,Hatchback,29166
2009,1145,220000.0,3.0,BMW,X5,Diesel,Yes,Tiptronic,Jeep,42337
2017,738,46261.0,1.399999976158142,CHEVROLET,Cruze,Petrol,Yes,Automatic,Sedan,3450
2014,473,127024.0,1.399999976158142,CHEVROLET,Cruze,Petrol,Yes,Automatic,Sedan,16766
2013,1194,141008.0,4.0,TOYOTA,Tacoma,Petrol,Yes,Automatic,Pickup,706
2017,1017,78195.0,2.0,BMW,320,Petrol,Yes,Automatic,Sedan,4861
2016,890,65089.0,2.0,KIA,Optima,Petrol,Yes,Automatic,Sedan,15053
2014,684,75000.0,2.5,TOYOTA,Camry XLE,Petrol,No,Tiptronic,Sedan,25089
2004,2342,170000.0,2.0,TOYOTA,Noah,Petrol,No,Automatic,Minivan,11290
2011,583,104090.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,16894
2013,502,52500.0,1.5,TOYOTA,Aqua,Petrol,Yes,Automatic,Hatchback,21285
2008,1095,154000.0,2.0,DODGE,Caliber,Petrol,No,Automatic,Hatchback,8154
2003,2472,0.0,3.0,JAGUAR,S-type,Petrol,Yes,Automatic,Sedan,314
2013,729,143000.0,1.5,TOYOTA,Aqua,Hybrid,Yes,Automatic,Hatchback,15053
2012,781,157232.0,2.5,TOYOTA,RAV 4,Petrol,Yes,Automatic,Jeep,7527
2013,729,100000.0,1.7999999523162842,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,90
2017,1481,0.0,3.0,BMW,X5,Petrol,Yes,Automatic,Jeep,862
2012,642,65514.0,2.0,KIA,Optima,Petrol,Yes,Automatic,Sedan,11541
2011,645,63500.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Sedan,15681
2010,761,132000.0,1.7999999523162842,FORD,Tourneo Connect,Diesel,No,Manual,Goods wagon,15681
2011,1793,274563.0,5.5,MERCEDES-BENZ,S 550,Petrol,Yes,Automatic,Sedan,1098
2015,527,137533.0,1.2999999523162842,HONDA,FIT,Petrol,Yes,Automatic,Hatchback,13203
2012,642,182000.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,24123
2011,583,87210.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,18826
2010,761,140000.0,1.7999999523162842,TOYOTA,Prius,Petrol,No,Variator,Sedan,12544
2013,585,98000.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Variator,Sedan,20385
2011,871,700000.0,2.200000047683716,MERCEDES-BENZ,E 220,Diesel,Yes,Manual,Sedan,14113
1998,1924,300000.0,2.299999952316284,MERCEDES-BENZ,Vito 110d,Diesel,Yes,Manual,Minivan,6272
2012,753,259934.0,2.4000000953674316,HYUNDAI,Sonata,Hybrid,Yes,Automatic,Sedan,4077
2013,779,160000.0,2.5,FORD,Fusion,Petrol,No,Variator,Sedan,15053
2017,1621,44800.0,3.299999952316284,HYUNDAI,Santa FE long,Petrol,Yes,Automatic,Jeep,49864
1998,1700,202000.0,2.299999952316284,MERCEDES-BENZ,SLK 230,Petrol,No,Automatic,Cabriolet,6899
2010,986,84918.0,2.4000000953674316,JEEP,Compass,Petrol,Yes,Automatic,Jeep,25926
2015,934,94632.0,2.5,NISSAN,Altima,Petrol,Yes,Automatic,Sedan,6272
2015,456,40899.0,2.5,TOYOTA,Camry SE HIBRYD,Hybrid,Yes,Automatic,Sedan,39201
2013,1055,125605.0,3.5,TOYOTA,Highlander,Petrol,Yes,Automatic,Jeep,4861
2012,531,115471.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,16618
2002,1797,111111.0,1.5,TOYOTA,Ist 1.5,Petrol,No,Automatic,Hatchback,11149
2015,697,104978.0,1.7999999523162842,HYUNDAI,Elantra,Petrol,No,Automatic,Sedan,17249
2014,777,118582.0,2.5,TOYOTA,Camry,Petrol,Yes,Tiptronic,Sedan,16308
2013,729,170000.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,26657
2010,1067,139200.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Automatic,Sedan,18189
2005,2652,300000.0,2.200000047683716,MERCEDES-BENZ,Vito,Diesel,No,Manual,Microbus,23521
2016,690,31869.0,1.5,HONDA,FIT,Petrol,Yes,Automatic,Jeep,862
2002,1797,200000.0,2.0,SUBARU,Forester,Petrol,Yes,Automatic,Sedan,7840
2013,729,181000.0,2.0,FORD,Fusion,Hybrid,Yes,Automatic,Sedan,27598
2013,729,62000.0,2.5,TOYOTA,Camry,Hybrid,No,Automatic,Sedan,31988
2012,780,189000.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Sedan,18817
2006,1569,210000.0,1.5,TOYOTA,Prius,Hybrid,No,Variator,Hatchback,10663
2014,528,75000.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,10976
2012,780,45000.0,2.0,KIA,Optima k5,LPG,Yes,Tiptronic,Sedan,18817
2002,1797,300000.0,2.5999999046325684,MERCEDES-BENZ,C 240,LPG,Yes,Tiptronic,Sedan,10036
2007,1282,109063.0,2.0,CHEVROLET,Captiva,Diesel,Yes,Automatic,Jeep,7683
2007,1586,72895.0,2.5,KIA,Sorento,Diesel,Yes,Automatic,Jeep,6272
2013,729,295142.0,1.7999999523162842,TOYOTA,Prius,Petrol,Yes,Automatic,Hatchback,20385
2016,1091,203073.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Universal,27463
2012,1058,291200.0,3.5,MERCEDES-BENZ,E 350,Petrol,Yes,Tiptronic,Sedan,25089
2015,441,117469.0,2.4000000953674316,KIA,Optima,Hybrid,Yes,Automatic,Sedan,6586
2010,761,90532.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Automatic,Hatchback,13172
2011,583,52274.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,13808
2016,891,325139.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,11290
2002,1797,228000.0,2.0,MERCEDES-BENZ,E 220 W210...CDI,Diesel,No,Tiptronic,Sedan,16725
2014,333,0.0,2.0,FORD,Fusion,Hybrid,Yes,Automatic,Sedan,1019
2013,640,185000.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,33230
2016,1292,86189.0,3.0,MERCEDES-BENZ,GLE 350,Petrol,Yes,Automatic,Jeep,549
2013,729,145000.0,2.0,BMW,328,Petrol,Yes,Tiptronic,Sedan,28852
2013,729,63000.0,2.0,FORD,C-MAX,Hybrid,Yes,Automatic,Hatchback,20071
2013,640,41203.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,25873
2010,1324,264877.0,3.299999952316284,TOYOTA,Highlander,Hybrid,Yes,Automatic,Jeep,4861
2009,790,91930.0,1.600000023841858,DAEWOO,Gentra,Petrol,Yes,Automatic,Sedan,3763
2018,1079,31470.0,2.0,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,5645
2017,1017,69232.0,2.0,HYUNDAI,Elantra SE,Petrol,No,Automatic,Sedan,16465
2012,475,108931.0,1.399999976158142,HYUNDAI,Accent,Petrol,Yes,Automatic,Sedan,13877
1994,0,1000.0,2.0,BMW,320,Petrol,Yes,Manual,Coupe,5488
2012,1058,245762.0,3.5,MERCEDES-BENZ,ML 350,Petrol,Yes,Automatic,Jeep,157
2016,891,99000.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,53154
2016,770,137445.0,1.7000000476837158,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,39891
2013,779,232032.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,392
2001,2443,20000.0,2.5999999046325684,OPEL,Omega c,Petrol,No,Automatic,Sedan,5175
2007,1310,205000.0,1.2999999523162842,TOYOTA,Vitz i.ll,Petrol,Yes,Automatic,Hatchback,10036
2012,919,274098.0,3.0,BMW,X5,Diesel,Yes,Automatic,Jeep,7213
2013,779,225510.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,314
2010,649,2000.0,1.5,HONDA,FIT,Petrol,No,Automatic,Hatchback,10976
2015,765,59150.0,2.0,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,42692
2016,730,55820.0,1.600000023841858,SSANGYONG,Actyon,Diesel,Yes,Automatic,Jeep,43868
2007,1310,250000.0,3.0,MERCEDES-BENZ,Vito,Diesel,Yes,Tiptronic,Minivan,30640
2013,585,1456394.0,1.7999999523162842,HYUNDAI,Elantra,Petrol,No,Tiptronic,Sedan,16621
2006,1569,190000.0,1.2999999523162842,TOYOTA,Vitz,Petrol,No,Variator,Hatchback,8624
2015,353,41157.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,1019
2018,609,35058.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,18817
2007,1047,140900.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,8515
2000,2000,306786.0,2.4000000953674316,VOLVO,S70,Petrol,Yes,Automatic,Sedan,470
2010,1067,184960.0,3.5,TOYOTA,Sienna,Petrol,Yes,Tiptronic,Minivan,37633
2008,1434,357000.0,2.200000047683716,MERCEDES-BENZ,Sprinter,Diesel,Yes,Manual,Microbus,45473
2011,1514,160138.0,4.599999904632568,LEXUS,GX 460,Petrol,Yes,Automatic,Jeep,43278
2010,687,115783.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,13658
2015,1104,196614.0,3.0,BMW,X5,Diesel,Yes,Automatic,Jeep,1019
2012,586,228751.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Automatic,Hatchback,14113
2010,1024,174926.0,2.5,FORD,Escape,Hybrid,Yes,Automatic,Jeep,862
2008,1434,180000.0,1.7000000476837158,MERCEDES-BENZ,A 170,Petrol,No,Automatic,Hatchback,11917
2016,770,186097.0,1.7000000476837158,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,35899
2015,765,250005.0,2.0,SUBARU,XV,Petrol,Yes,Automatic,Jeep,19444
2014,1053,124998.0,3.5,MERCEDES-BENZ,GLK 350,Petrol,Yes,Automatic,Jeep,12858
2011,645,116869.0,1.7999999523162842,LEXUS,CT 200h,Hybrid,Yes,Automatic,Hatchback,706
2015,900,80288.0,2.4000000953674316,HONDA,Cr-v,Petrol,Yes,Automatic,Jeep,5331
2017,924,22500.0,1.7999999523162842,VOLKSWAGEN,Passat,Petrol,Yes,Tiptronic,Sedan,34497
2013,640,102788.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,9252
2013,729,105000.0,2.4000000953674316,KIA,Optima hybid,Hybrid,No,Tiptronic,Sedan,20385
2011,707,151594.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,27889
2008,2606,113473.0,5.0,BMW,M5,Petrol,Yes,Tiptronic,Sedan,45000
2003,2046,222000.0,3.200000047683716,MERCEDES-BENZ,E 320,Petrol,Yes,Tiptronic,Sedan,15681
2008,1434,135000.0,2.4000000953674316,TOYOTA,RAV 4,Petrol,No,Automatic,Jeep,20071
2012,475,108626.0,1.399999976158142,FIAT,500,Petrol,Yes,Automatic,Jeep,3450
2010,761,454699.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,392
2002,1797,126000.0,1.2999999523162842,TOYOTA,Fun Cargo,Petrol,No,Automatic,Universal,9408
2015,765,456867.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,9252
2018,1823,15744.0,3.5,LEXUS,RX 350,Petrol,Yes,Automatic,Sedan,55195
2013,585,294034.0,1.7999999523162842,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,5018
2011,645,284678.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Automatic,Hatchback,12544
2013,779,350400.0,2.5,TOYOTA,Camry,Petrol,Yes,Tiptronic,Sedan,22580
2012,475,108800.0,1.399999976158142,CHEVROLET,Cruze,Petrol,Yes,Tiptronic,Sedan,14426
2010,1811,155821.0,4.599999904632568,LEXUS,GX 460,Petrol,Yes,Automatic,Jeep,39829
2017,877,31220.0,1.7000000476837158,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,50184
2017,738,47208.0,1.399999976158142,FIAT,500,Petrol,Yes,Automatic,Hatchback,188
2008,1296,195200.0,2.4000000953674316,NISSAN,Rogue,Petrol,Yes,Automatic,Sedan,13799
2010,574,189571.0,1.2999999523162842,HONDA,Insight,Hybrid,Yes,Automatic,Hatchback,706
2006,1569,0.0,1.2999999523162842,HONDA,FIT,Petrol,No,Automatic,Hatchback,30
2011,862,61861.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,12858
2014,684,68800.0,1.7999999523162842,HYUNDAI,Elantra,Petrol,No,Tiptronic,Hatchback,17876
2016,1091,53000.0,2.5,SUBARU,Forester,Petrol,Yes,Tiptronic,Jeep,22580
2013,779,125000.0,2.5,TOYOTA,Camry,Petrol,Yes,Tiptronic,Sedan,22580
2016,1091,77227.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,35570
2010,1067,240000.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Automatic,Hatchback,18503
2009,1145,184000.0,3.0,BMW,528,Petrol,Yes,Tiptronic,Sedan,15994
2002,1797,182000.0,4.400000095367432,BMW,745 i,Petrol,Yes,Tiptronic,Sedan,10976
2014,382,102400.0,2.4000000953674316,HYUNDAI,Sonata,Hybrid,Yes,Automatic,Sedan,15053
2007,1310,215000.0,3.0,MERCEDES-BENZ,C 320 CDI,Diesel,Yes,Tiptronic,Sedan,23521
2010,1811,275240.0,4.599999904632568,LEXUS,GX 460,Petrol,Yes,Automatic,Jeep,15681
2012,642,103000.0,2.0,MITSUBISHI,Outlander,Petrol,No,Variator,Jeep,20385
2013,640,41412.0,2.0,KIA,Optima,Petrol,Yes,Automatic,Sedan,17540
2013,530,130000.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,18679
2012,780,203200.0,2.0,HYUNDAI,Sonata 2.0t,Petrol,Yes,Tiptronic,Sedan,20385
2016,971,23216.0,2.200000047683716,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,40769
2017,1034,80000.0,2.4000000953674316,TOYOTA,Hilux,Petrol,No,Manual,Pickup,45473
2000,2146,131000.0,1.600000023841858,OPEL,Astra,Petrol,No,Manual,Universal,8467
2011,769,70479.0,2.200000047683716,CHEVROLET,Captiva,Diesel,Yes,Automatic,Jeep,18189
1996,1481,310000.0,2.299999952316284,MERCEDES-BENZ,E 230,CNG,No,Manual,Limousine,9408
2001,2443,164000.0,2.0,BMW,320,Petrol,No,Automatic,Coupe,10036
2012,780,164800.0,3.0,BMW,535,Petrol,Yes,Tiptronic,Sedan,32929
2012,781,156518.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,3607
2014,873,10000.0,1.0,MITSUBISHI,Mirage,Petrol,No,Automatic,Hatchback,7056
2008,1434,32000.0,3.0,MERCEDES-BENZ,E 280 3.0,Diesel,No,Tiptronic,Sedan,21326
2018,1046,42000.0,2.0,SUBARU,Impreza Sport,Petrol,No,Manual,Hatchback,29166
2013,502,179000.0,1.5,TOYOTA,Aqua,Petrol,Yes,Automatic,Hatchback,15530
2001,2443,111111.0,1.5,HONDA,Civic,Petrol,No,Automatic,Sedan,6272
2010,1067,188800.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Automatic,Hatchback,14426
1992,3301,2582.0,2.5,FORD,Transit CL,Diesel,No,Manual,Microbus,8500
2013,585,114526.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Sedan,392
2017,1017,75186.0,2.0,AUDI,Q5,Petrol,Yes,Automatic,Jeep,47042
2017,1481,49602.0,3.0,AUDI,Q7,Petrol,Yes,Automatic,Jeep,627
2018,1823,3900.0,3.5,BMW,M3,Petrol,Yes,Manual,Sedan,153669
2013,729,93450.0,2.0,FORD,C-MAX,Hybrid,Yes,Automatic,Hatchback,19757
2011,583,77483.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,19089
2008,1434,285888.0,2.5,SUBARU,Forester,Petrol,Yes,Tiptronic,Jeep,16308
2000,2146,170000.0,2.0,MITSUBISHI,Pajero IO,Petrol,No,Automatic,Jeep,9095
2014,394,115312.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,706
2012,780,141000.0,3.0,BMW,535,Petrol,Yes,Automatic,Sedan,39201
1998,1700,260000.0,1.600000023841858,OPEL,Astra,Petrol,No,Manual,Universal,8154
2012,919,271701.0,3.0,MERCEDES-BENZ,ML 350,Diesel,Yes,Automatic,Jeep,26657
2014,684,134131.0,1.7999999523162842,LEXUS,CT 200h,Hybrid,Yes,Automatic,Hatchback,28225
2004,2342,200000.0,2.0,MITSUBISHI,Pajero IO,Petrol,No,Automatic,Jeep,11917
2004,2342,280000.0,3.0,BMW,530,Petrol,Yes,Tiptronic,Sedan,14740
2008,1195,777777.0,2.200000047683716,FORD,Transit,Diesel,No,Manual,Microbus,2300
2007,1310,180000.0,1.2999999523162842,HONDA,FIT fit,Petrol,No,Variator,Hatchback,10349
2011,862,45566.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,20488
2014,639,583499.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,8467
2005,2652,130000.0,1.5,NISSAN,Tiida,Petrol,Yes,Automatic,Hatchback,8154
2002,1797,237688.0,2.5,SUBARU,Forester,CNG,Yes,Automatic,Universal,8467
2000,2146,320000.0,2.5,BMW,525,Petrol,Yes,Tiptronic,Sedan,10036
2014,777,27000.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,34607
1998,1700,328600.0,1.100000023841858,PEUGEOT,206,Petrol,Yes,Manual,Hatchback,3136
2010,1067,121000.0,4.0,NISSAN,X-Terra,Petrol,No,Manual,Jeep,23521
2007,1408,287458.0,2.200000047683716,MERCEDES-BENZ,E 220,Diesel,No,Manual,Sedan,19757
1995,1964,30000.0,2.5,FORD,Transit,Diesel,No,Manual,Microbus,8781
2011,871,130000.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Variator,Sedan,17249
2014,639,129927.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,35344
2015,765,87704.0,2.0,FORD,Taurus,Petrol,Yes,Automatic,Sedan,40092
2008,1434,300000.0,3.5999999046325684,SUBARU,B9 Tribeca,Petrol,Yes,Automatic,Jeep,10976
2014,1356,200402.0,4.599999904632568,LEXUS,GX 460,Petrol,Yes,Automatic,Jeep,941
2012,781,141550.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,5018
2004,2342,191576.0,1.600000023841858,OPEL,Astra,Petrol,No,Manual,Hatchback,10036
2008,289,209843.0,0.4000000059604645,FORD,Escape,Hybrid,Yes,Automatic,Sedan,188
2016,730,31006.0,1.600000023841858,HYUNDAI,Elantra,LPG,Yes,Automatic,Sedan,18503
2015,934,142714.0,2.5,CHEVROLET,Malibu,Petrol,Yes,Automatic,Sedan,2430
2014,308,173605.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,4077
2000,2146,0.0,3.200000047683716,MERCEDES-BENZ,E 320,CNG,Yes,Tiptronic,Sedan,10976
2019,1077,19834.0,2.0,TOYOTA,CHR,Petrol,Yes,Automatic,Jeep,21012
2012,586,60000.0,1.7999999523162842,NISSAN,Tiida,Petrol,No,Automatic,Sedan,11290
2001,2443,2000.0,3.200000047683716,MERCEDES-BENZ,E 320,Petrol,No,Automatic,Sedan,9408
2017,1714,55403.0,3.5,MERCEDES-BENZ,GLE 350,Petrol,Yes,Automatic,Jeep,7527
2014,528,195965.0,1.600000023841858,HYUNDAI,Elantra,LPG,Yes,Automatic,Sedan,18826
2012,780,145000.0,4.400000095367432,BMW,550,Petrol,Yes,Tiptronic,Sedan,36065
2011,1172,204237.0,3.5,HONDA,Odyssey,Petrol,Yes,Automatic,Sedan,3763
2007,1310,216000.0,2.0,FORD,S-max,Diesel,Yes,Manual,Universal,10976
2010,836,125005.0,2.0,SSANGYONG,Actyon,Diesel,Yes,Automatic,Jeep,16894
2009,790,53613.0,1.600000023841858,DAEWOO,Lacetti,Petrol,Yes,Automatic,Sedan,5968
2010,1067,310400.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Variator,Sedan,17876
2014,684,256000.0,1.399999976158142,TOYOTA,Prius C,LPG,Yes,Automatic,Hatchback,40
2016,891,71826.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,38060
2014,684,95000.0,2.0,BMW,X1 28Xdrive,Petrol,Yes,Tiptronic,Jeep,37633
2013,729,192000.0,1.600000023841858,FORD,Escape,Petrol,Yes,Tiptronic,Jeep,23521
2011,1018,332243.0,3.0,BMW,X5,Diesel,Yes,Automatic,Jeep,10349
2002,1797,147000.0,1.5,SUBARU,Impreza,Petrol,No,Automatic,Hatchback,5018
2014,684,92000.0,2.5,SCION,tC,Petrol,No,Tiptronic,Coupe,21950
2019,1325,12336.0,2.5,TOYOTA,Camry,Petrol,Yes,Automatic,Sedan,392
2016,891,255591.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,15681
2012,642,86651.0,2.0,SSANGYONG,Korando,Diesel,Yes,Automatic,Jeep,24709
2000,2146,200000.0,4.400000095367432,BMW,X5,CNG,Yes,Automatic,Jeep,6899
2014,684,74000.0,1.600000023841858,PEUGEOT,508,Petrol,Yes,Automatic,Sedan,21326
2003,2046,250000.0,2.0,TOYOTA,VOXY,Petrol,No,Variator,Minivan,7527
2014,639,58173.0,2.0,BMW,328,Petrol,Yes,Automatic,Sedan,23521
2012,586,105000.0,1.7999999523162842,LEXUS,CT 200h,Hybrid,Yes,Automatic,Hatchback,21796
2014,684,100000.0,1.5,TOYOTA,Aqua,Hybrid,No,Automatic,Sedan,50
2018,1079,46733.0,2.0,TOYOTA,CHR,Petrol,Yes,Automatic,Jeep,549
2002,1797,200000.0,1.7999999523162842,AUDI,A4,Petrol,No,Tiptronic,Sedan,7000
2018,1079,40272.0,2.0,TOYOTA,CHR,Petrol,Yes,Automatic,Jeep,19444
2014,394,152000.0,2.5,TOYOTA,Camry,Hybrid,No,Tiptronic,Sedan,14113
2009,790,159634.0,1.600000023841858,DAEWOO,Lacetti,Petrol,Yes,Automatic,Sedan,4180
2017,551,32852.0,1.0,CHEVROLET,Spark,Petrol,Yes,Automatic,Sedan,13485
2016,730,97181.0,1.600000023841858,SSANGYONG,Actyon,Diesel,Yes,Automatic,Jeep,39797
2015,1036,64329.0,2.799999952316284,JEEP,Wrangler,Diesel,Yes,Automatic,Jeep,82097
2010,1399,167222.0,3.5,LEXUS,RX 450,Hybrid,Yes,Automatic,Jeep,5018
2017,1016,48432.0,2.0,CHEVROLET,Orlando,Petrol,Yes,Automatic,Jeep,22266
2017,481,89758.0,2.0,FORD,Fusion,Hybrid,Yes,Automatic,Sedan,392
2015,562,58000.0,1.399999976158142,BUICK,Encore,Petrol,Yes,Automatic,Jeep,20385
2012,780,68000.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Tiptronic,Hatchback,21953
2019,1077,9101.0,2.0,CHEVROLET,Malibu,Petrol,Yes,Automatic,Sedan,63826
2014,1053,219030.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,29793
2012,642,153136.0,2.0,CHEVROLET,Malibu,Petrol,Yes,Automatic,Sedan,20542
2017,1017,33097.0,2.0,HYUNDAI,Elantra SE,Petrol,No,Automatic,Sedan,17092
2016,1091,154850.0,2.5,FORD,Fusion,Petrol,Yes,Automatic,Sedan,1333
2015,833,172803.0,2.200000047683716,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,38229
2001,2443,247000.0,3.200000047683716,MERCEDES-BENZ,C 32 AMG,Petrol,Yes,Tiptronic,Sedan,7527
2014,259,92473.0,1.399999976158142,VOLKSWAGEN,Jetta Hybrid,Hybrid,Yes,Automatic,Sedan,17249
2018,1327,31290.0,2.5,TOYOTA,Camry,Petrol,Yes,Automatic,Sedan,470
2010,911,91393.0,2.200000047683716,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,10976
2006,1569,400000.0,1.7999999523162842,FORD,Transit Connect,Diesel,No,Manual,Goods wagon,7213
2016,1091,199596.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Universal,26306
2007,1310,110000.0,1.600000023841858,NISSAN,Tiida,Petrol,No,Manual,Sedan,10349
2008,1434,122000.0,5.5,MERCEDES-BENZ,S 550 LONG,Petrol,Yes,Tiptronic,Sedan,300
2010,836,350070.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,7840
2019,830,16666.0,1.5,HONDA,Accord,Petrol,Yes,Automatic,Coupe,2587
2015,765,486563.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,9722
2014,1053,153115.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,188
2017,1249,63000.0,2.5,TOYOTA,RAV 4,Petrol,No,Automatic,Jeep,43905
2001,2443,150000.0,1.5,TOYOTA,Vitz RS,Petrol,No,Manual,Sedan,12541
2013,917,137802.0,3.0,BMW,X5,Diesel,Yes,Automatic,Jeep,1019
2008,1434,212465.0,1.5,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,10663
1998,1700,247000.0,1.600000023841858,OPEL,Vectra 1.6,Petrol,No,Manual,Goods wagon,5331
2013,779,124912.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,3763
2014,1053,149486.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,314
2012,781,107000.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,25716
2013,751,126400.0,2.4000000953674316,KIA,Optima,Hybrid,No,Automatic,Sedan,19130
2014,639,53528.0,2.0,CHEVROLET,Captiva,Diesel,Yes,Automatic,Jeep,37611
2016,1051,51000.0,2.4000000953674316,HYUNDAI,Sonata,Petrol,No,Tiptronic,Sedan,25716
2014,1053,200179.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,30734
2014,584,67680.0,1.7999999523162842,MERCEDES-BENZ,C 250,Petrol,Yes,Tiptronic,Coupe,32929
2000,2146,348800.0,2.5,SUZUKI,Grand Vitara,CNG,Yes,Automatic,Jeep,6899
2013,502,0.0,1.5,TOYOTA,Prius C,Hybrid,No,Tiptronic,Hatchback,13172
2014,584,110685.0,1.7999999523162842,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,3763
2013,917,93493.0,3.0,BMW,535 I,Petrol,Yes,Tiptronic,Sedan,29479
2014,639,142211.0,2.0,SUBARU,XV,Petrol,Yes,Automatic,Sedan,10506
2017,784,96000.0,1.5,CHEVROLET,Malibu,Petrol,No,Tiptronic,Sedan,22580
2010,687,98578.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,15100
2010,1211,265210.0,3.0,BMW,X5,Diesel,Yes,Automatic,Jeep,1882
2010,836,191263.0,2.0,HYUNDAI,Genesis,Petrol,Yes,Automatic,Coupe,16756
2015,595,45650.0,1.5,TOYOTA,Aqua,Petrol,Yes,Automatic,Hatchback,25456
2016,891,209744.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,19914
